4KAHT4D7RF,2018-03-05 12:00:00,2100-03-05 00:00:00,500
PCACDRCA5W,2018-03-05 12:00:00,2100-03-05 00:00:00,500
KERAE4K347,2018-03-05 12:00:00,2100-03-05 00:00:00,500
7DJBCZXDR5,2018-03-05 12:00:00,2100-03-05 00:00:00,500
BMRDKMN4WT,2018-03-05 12:00:00,2100-03-05 00:00:00,500
JP2XDENE2Z,2018-03-05 12:00:00,2100-03-05 00:00:00,500
2AT2KCYM78,2018-03-05 12:00:00,2100-03-05 00:00:00,500
WZ7H37YHFC,2018-03-05 12:00:00,2100-03-05 00:00:00,500
EYTH4ZTYRH,2018-03-05 12:00:00,2100-03-05 00:00:00,500
5CBCE8CPDR,2018-03-05 12:00:00,2100-03-05 00:00:00,500
DMYN5JZ75W,2018-03-05 12:00:00,2100-03-05 00:00:00,500
8AZZDTMNY8,2018-03-05 12:00:00,2100-03-05 00:00:00,500
JCXPN4H2DJ,2018-03-05 12:00:00,2100-03-05 00:00:00,500
DEMJBD53ZE,2018-03-05 12:00:00,2100-03-05 00:00:00,500
3X3XAWAK32,2018-03-05 12:00:00,2100-03-05 00:00:00,500
3NH442D2C3,2018-03-05 12:00:00,2100-03-05 00:00:00,500
TYYJF8HTER,2018-03-05 12:00:00,2100-03-05 00:00:00,500
PYMCYYZP75,2018-03-05 12:00:00,2100-03-05 00:00:00,500
48EM33MD44,2018-03-05 12:00:00,2100-03-05 00:00:00,500
M7PEC5ANMR,2018-03-05 12:00:00,2100-03-05 00:00:00,500
3PPWYZDP2R,2018-03-05 12:00:00,2100-03-05 00:00:00,500
AK5R3JHA8Y,2018-03-05 12:00:00,2100-03-05 00:00:00,500
5MHRJJM5CD,2018-03-05 12:00:00,2100-03-05 00:00:00,500
EEYZKYKW8M,2018-03-05 12:00:00,2100-03-05 00:00:00,500
E82JC57NHE,2018-03-05 12:00:00,2100-03-05 00:00:00,500
N37T45K438,2018-03-05 12:00:00,2100-03-05 00:00:00,500
7HE87DCT3W,2018-03-05 12:00:00,2100-03-05 00:00:00,500
PJDZ8BT4PE,2018-03-05 12:00:00,2100-03-05 00:00:00,500
48Z8FK28FB,2018-03-05 12:00:00,2100-03-05 00:00:00,500
5ENMYMEJT3,2018-03-05 12:00:00,2100-03-05 00:00:00,500
24DWTZM32N,2018-03-05 12:00:00,2100-03-05 00:00:00,500
4JX4DKEYKF,2018-03-05 12:00:00,2100-03-05 00:00:00,500
JE2CNYFTNW,2018-03-05 12:00:00,2100-03-05 00:00:00,500
HNA3KYEBNZ,2018-03-05 12:00:00,2100-03-05 00:00:00,500
FWWFCZ3EXA,2018-03-05 12:00:00,2100-03-05 00:00:00,500
T73N2D5N3W,2018-03-05 12:00:00,2100-03-05 00:00:00,500
T8R2Y4NY5E,2018-03-05 12:00:00,2100-03-05 00:00:00,500
KAKHTF7NFF,2018-03-05 12:00:00,2100-03-05 00:00:00,500
