XKM24ATC7C,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
THZ2FDXKEW,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
H4KNBMY8JJ,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
X3XPXEMWP8,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
EZBM84FHFF,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
EAD5FP4RBH,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
3XKABT5E82,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
NFTTHKEFW7,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
KX4P43FBTE,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
BNA2N24Y7P,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
CJDYNCFD3T,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
A5A7YDHYWB,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
J5EH52CTDC,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
7AFP8MFPWW,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
KP3FH2MTPP,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
CCRMNBNYK3,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
DEP2EJ4MA2,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
EYBT4KEACR,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
5CE4EXYXWJ,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
5CBFFRDPPT,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
XHRXEC7AM4,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
2JRPZHAE53,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
42XXP4ZRH8,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
MPJ8BTAFFY,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
8AEM7XW282,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
F75M33HCWT,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
BB7A3CJ5WC,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
AH845AY7PZ,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
NT7XJAN3HF,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
8CMRXDCPHZ,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
8BX2C84XWK,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
TNBBCCA7ZP,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
JCKBZ4Z3AA,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
WB4B2PKCKJ,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
3YJMD2X4J4,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
TRJRP3FZD5,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
XXHP2J2TCH,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
RJHZECMEHM,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
YRDWMTYDDW,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
ECKFXFZKAM,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
W5Z8JWJ5DN,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
NE4P7ZCKEE,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
XY72J7MNJB,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
K7WPZCHA2C,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
HAKHY2YNFY,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
YXNMBH4WR5,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
F8RWBJYJ2K,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
MZTTPMK3ZF,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
4BRRNDFAXJ,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
KFBBKMZED7,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
BN37FN4FJ2,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
HJ8KKBT2YB,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
AX2DC4DCTN,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
Z8R8W3T243,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
2AFN4FY3TT,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
2J7FEPY3CT,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
2J8F74E575,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
M2JMARE2ER,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
7RZC85KYJX,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
MAY8TBAK3R,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
84NXXH2J3Z,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
4TJMRFB7XN,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
F87NX3KJKX,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
NR2ZDBT8DM,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
WC5W43872Z,2018-02-09 00:00:00,2019-02-09 00:00:00,6666
