4AXFZHXBMF,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
MCHC3HAB4J,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
PE4Y8TYHPF,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
CY3PA7CAH8,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
2EWC8M53BN,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
RRYMK2APXB,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
BK7RWB3AF7,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
Y3455DHYCB,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
BCTN5J3RAT,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
P5Y8RNWNX4,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
MYB8R2EM72,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
RR34KH2ET3,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
WWCRCY2K5Z,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
2DYAKBYFZ5,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
AJH342ZYTW,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
333ZFMB84C,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
53D3FYXWT7,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
7J8FPE5NA5,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
XBZJWDDRZP,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
AB5KHNCA7B,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
HCRNCF5MTZ,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
YBWA7DBFWK,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
4MK8W3P7KX,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
2JPCCWP2XC,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
BDDFTNNDPY,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
8WXKR4CZ3C,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
PPZ8FKM3AH,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
5BHB4B4PBW,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
R3YXHHX7FM,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
MFEYPX4HPT,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
2KH7BHFANP,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
DWAEP8TP2T,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
TWXW4N8MYY,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
CKKREABDRC,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
RFP8DETFXP,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
CY8YJYPHR8,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
FBCYX7X737,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
CBF7WNHE7Y,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
YJH8H44CZ3,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
X525MNWYPB,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
348J72C3EE,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
EKMFB7D5WN,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
N4HT33PK2F,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
2JJ4AJWXF2,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
Z4ENWHF2WF,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
442X7EFW74,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
YZMCFWPEXF,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
2Y2WAPCNC7,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
FEXN8NEAXE,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
P58F8NY7JD,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
RBMD3DW5ZM,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
828P5DA4RM,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
XMN88R557N,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
FCXAPNACFP,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
YY2YMHEJ2R,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
X3WZ5JKCEH,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
M455JB227R,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
FYJMEEMRWF,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
854AH7232F,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
X5T7RDP7TX,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
W4ZXFXAB2Y,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
2CFWPZKNXH,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
5TJ5KWMR7J,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
H2KT2XM5ZK,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
HXXMMEHH87,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
HJ4KZYKPHE,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
5F7T24KZN7,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
HKP2RRAYHR,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
A8BE2XFERD,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
MN4B7PP7X2,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
PMW4HMZXYM,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
3D2WNHMAH8,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
2BNHWDX25T,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
FKA7J8YC4F,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
YKKF7W57MH,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
E4ME8WAKHB,2018-02-02 16:00:00,2018-05-03 16:00:00,10000
